"COU","Country","VAR","Variable","CO2","Country of origin","YEA","Year","Value","Flag Codes","Flags"
"ESP","Spain","IFTD","Foreign-trained doctors - Annual inflow","DZA","Algeria","2006","2006",2,,
"ESP","Spain","IFTD","Foreign-trained doctors - Annual inflow","DZA","Algeria","2007","2007",1,,
"ESP","Spain","IFTD","Foreign-trained doctors - Annual inflow","DZA","Algeria","2008","2008",4,,
"ESP","Spain","IFTD","Foreign-trained doctors - Annual inflow","DZA","Algeria","2009","2009",10,,
"ESP","Spain","IFTD","Foreign-trained doctors - Annual inflow","DZA","Algeria","2010","2010",6,,
"ESP","Spain","IFTD","Foreign-trained doctors - Annual inflow","DZA","Algeria","2011","2011",2,,
"ESP","Spain","IFTD","Foreign-trained doctors - Annual inflow","DZA","Algeria","2012","2012",8,,
"ESP","Spain","IFTD","Foreign-trained doctors - Annual inflow","DZA","Algeria","2013","2013",10,,
"ESP","Spain","IFTD","Foreign-trained doctors - Annual inflow","DZA","Algeria","2014","2014",3,,
"ESP","Spain","IFTD","Foreign-trained doctors - Annual inflow","DZA","Algeria","2015","2015",1,,
"ESP","Spain","IFTD","Foreign-trained doctors - Annual inflow","DZA","Algeria","2016","2016",1,,
"ESP","Spain","IFTD","Foreign-trained doctors - Annual inflow","DZA","Algeria","2017","2017",1,,
"ESP","Spain","IFTD","Foreign-trained doctors - Annual inflow","DZA","Algeria","2018","2018",2,,
"ESP","Spain","IFTD","Foreign-trained doctors - Annual inflow","DZA","Algeria","2019","2019",2,,
"ESP","Spain","IFTD","Foreign-trained doctors - Annual inflow","DZA","Algeria","2020","2020",3,,
"ESP","Spain","IFTD","Foreign-trained doctors - Annual inflow","DZA","Algeria","2021","2021",1,,
"ESP","Spain","IFTD","Foreign-trained doctors - Annual inflow","DZA","Algeria","2022","2022",3,,
"GBR","United Kingdom","IFTD","Foreign-trained doctors - Annual inflow","DZA","Algeria","2000","2000",5,,
"GBR","United Kingdom","IFTD","Foreign-trained doctors - Annual inflow","DZA","Algeria","2001","2001",2,,
"GBR","United Kingdom","IFTD","Foreign-trained doctors - Annual inflow","DZA","Algeria","2002","2002",1,,
"GBR","United Kingdom","IFTD","Foreign-trained doctors - Annual inflow","DZA","Algeria","2003","2003",7,,
"GBR","United Kingdom","IFTD","Foreign-trained doctors - Annual inflow","DZA","Algeria","2004","2004",3,,
"GBR","United Kingdom","IFTD","Foreign-trained doctors - Annual inflow","DZA","Algeria","2005","2005",7,,
"GBR","United Kingdom","IFTD","Foreign-trained doctors - Annual inflow","DZA","Algeria","2006","2006",10,,
"GBR","United Kingdom","IFTD","Foreign-trained doctors - Annual inflow","DZA","Algeria","2007","2007",7,,
"GBR","United Kingdom","IFTD","Foreign-trained doctors - Annual inflow","DZA","Algeria","2008","2008",15,,
"GBR","United Kingdom","IFTD","Foreign-trained doctors - Annual inflow","DZA","Algeria","2009","2009",6,,
"GBR","United Kingdom","IFTD","Foreign-trained doctors - Annual inflow","DZA","Algeria","2010","2010",10,,
"GBR","United Kingdom","IFTD","Foreign-trained doctors - Annual inflow","DZA","Algeria","2011","2011",4,,
"GBR","United Kingdom","IFTD","Foreign-trained doctors - Annual inflow","DZA","Algeria","2012","2012",9,,
"GBR","United Kingdom","IFTD","Foreign-trained doctors - Annual inflow","DZA","Algeria","2013","2013",2,,
"GBR","United Kingdom","IFTD","Foreign-trained doctors - Annual inflow","DZA","Algeria","2014","2014",6,,
"GBR","United Kingdom","IFTD","Foreign-trained doctors - Annual inflow","DZA","Algeria","2015","2015",3,,
"GBR","United Kingdom","IFTD","Foreign-trained doctors - Annual inflow","DZA","Algeria","2016","2016",7,,
"GBR","United Kingdom","IFTD","Foreign-trained doctors - Annual inflow","DZA","Algeria","2017","2017",5,,
"GBR","United Kingdom","IFTD","Foreign-trained doctors - Annual inflow","DZA","Algeria","2018","2018",5,,
"GBR","United Kingdom","IFTD","Foreign-trained doctors - Annual inflow","DZA","Algeria","2019","2019",4,,
"GBR","United Kingdom","IFTD","Foreign-trained doctors - Annual inflow","DZA","Algeria","2020","2020",6,,
"GBR","United Kingdom","IFTD","Foreign-trained doctors - Annual inflow","DZA","Algeria","2021","2021",8,,
"USA","United States","IFTD","Foreign-trained doctors - Annual inflow","DZA","Algeria","2002","2002",4,,
"USA","United States","IFTD","Foreign-trained doctors - Annual inflow","DZA","Algeria","2003","2003",8,,
"USA","United States","IFTD","Foreign-trained doctors - Annual inflow","DZA","Algeria","2004","2004",9,,
"USA","United States","IFTD","Foreign-trained doctors - Annual inflow","DZA","Algeria","2005","2005",4,,
"USA","United States","IFTD","Foreign-trained doctors - Annual inflow","DZA","Algeria","2006","2006",9,,
"USA","United States","IFTD","Foreign-trained doctors - Annual inflow","DZA","Algeria","2007","2007",5,,
"USA","United States","IFTD","Foreign-trained doctors - Annual inflow","DZA","Algeria","2008","2008",2,,
"USA","United States","IFTD","Foreign-trained doctors - Annual inflow","DZA","Algeria","2009","2009",3,,
"USA","United States","IFTD","Foreign-trained doctors - Annual inflow","DZA","Algeria","2010","2010",1,,
"USA","United States","IFTD","Foreign-trained doctors - Annual inflow","DZA","Algeria","2011","2011",1,,
"USA","United States","IFTD","Foreign-trained doctors - Annual inflow","DZA","Algeria","2012","2012",3,,
"USA","United States","IFTD","Foreign-trained doctors - Annual inflow","DZA","Algeria","2013","2013",1,,
"USA","United States","IFTD","Foreign-trained doctors - Annual inflow","DZA","Algeria","2014","2014",3,,
"USA","United States","IFTD","Foreign-trained doctors - Annual inflow","DZA","Algeria","2015","2015",0,,
"USA","United States","IFTD","Foreign-trained doctors - Annual inflow","DZA","Algeria","2016","2016",2,,
"USA","United States","IFTD","Foreign-trained doctors - Annual inflow","DZA","Algeria","2017","2017",3,,
"USA","United States","IFTD","Foreign-trained doctors - Annual inflow","DZA","Algeria","2018","2018",3,,
"USA","United States","IFTD","Foreign-trained doctors - Annual inflow","DZA","Algeria","2019","2019",2,,
"USA","United States","IFTD","Foreign-trained doctors - Annual inflow","DZA","Algeria","2020","2020",3,,
"USA","United States","IFTD","Foreign-trained doctors - Annual inflow","DZA","Algeria","2021","2021",2,,
"ISR","Israel","IFTD","Foreign-trained doctors - Annual inflow","DZA","Algeria","2012","2012",1,,
"ISR","Israel","IFTD","Foreign-trained doctors - Annual inflow","DZA","Algeria","2016","2016",1,,
"ISR","Israel","IFTD","Foreign-trained doctors - Annual inflow","DZA","Algeria","2018","2018",4,,
"ISR","Israel","IFTD","Foreign-trained doctors - Annual inflow","DZA","Algeria","2019","2019",1,,
"USA","United States","IFTD","Foreign-trained doctors - Annual inflow","AGO","Angola","2002","2002",0,,
"USA","United States","IFTD","Foreign-trained doctors - Annual inflow","AGO","Angola","2003","2003",0,,
"USA","United States","IFTD","Foreign-trained doctors - Annual inflow","AGO","Angola","2004","2004",0,,
"USA","United States","IFTD","Foreign-trained doctors - Annual inflow","AGO","Angola","2005","2005",1,,
"USA","United States","IFTD","Foreign-trained doctors - Annual inflow","AGO","Angola","2006","2006",0,,
"USA","United States","IFTD","Foreign-trained doctors - Annual inflow","AGO","Angola","2007","2007",0,,
"USA","United States","IFTD","Foreign-trained doctors - Annual inflow","AGO","Angola","2008","2008",0,,
"USA","United States","IFTD","Foreign-trained doctors - Annual inflow","AGO","Angola","2009","2009",0,,
"USA","United States","IFTD","Foreign-trained doctors - Annual inflow","AGO","Angola","2010","2010",0,,
"USA","United States","IFTD","Foreign-trained doctors - Annual inflow","AGO","Angola","2011","2011",0,,
"USA","United States","IFTD","Foreign-trained doctors - Annual inflow","AGO","Angola","2012","2012",0,,
"USA","United States","IFTD","Foreign-trained doctors - Annual inflow","AGO","Angola","2013","2013",0,,
"USA","United States","IFTD","Foreign-trained doctors - Annual inflow","AGO","Angola","2014","2014",0,,
"USA","United States","IFTD","Foreign-trained doctors - Annual inflow","AGO","Angola","2015","2015",0,,
"USA","United States","IFTD","Foreign-trained doctors - Annual inflow","AGO","Angola","2016","2016",0,,
"USA","United States","IFTD","Foreign-trained doctors - Annual inflow","AGO","Angola","2017","2017",0,,
"USA","United States","IFTD","Foreign-trained doctors - Annual inflow","AGO","Angola","2018","2018",0,,
"USA","United States","IFTD","Foreign-trained doctors - Annual inflow","AGO","Angola","2019","2019",0,,
"USA","United States","IFTD","Foreign-trained doctors - Annual inflow","AGO","Angola","2020","2020",0,,
"USA","United States","IFTD","Foreign-trained doctors - Annual inflow","AGO","Angola","2021","2021",0,,
"CAN","Canada","IFTD","Foreign-trained doctors - Annual inflow","ATG","Antigua and Barbuda","2000","2000",0,,
"CAN","Canada","IFTD","Foreign-trained doctors - Annual inflow","ATG","Antigua and Barbuda","2001","2001",0,,
"CAN","Canada","IFTD","Foreign-trained doctors - Annual inflow","ATG","Antigua and Barbuda","2002","2002",1,,
"CAN","Canada","IFTD","Foreign-trained doctors - Annual inflow","ATG","Antigua and Barbuda","2003","2003",0,,
"CAN","Canada","IFTD","Foreign-trained doctors - Annual inflow","ATG","Antigua and Barbuda","2004","2004",1,,
"CAN","Canada","IFTD","Foreign-trained doctors - Annual inflow","ATG","Antigua and Barbuda","2005","2005",0,,
"CAN","Canada","IFTD","Foreign-trained doctors - Annual inflow","ATG","Antigua and Barbuda","2006","2006",1,,
"CAN","Canada","IFTD","Foreign-trained doctors - Annual inflow","ATG","Antigua and Barbuda","2007","2007",0,,
"CAN","Canada","IFTD","Foreign-trained doctors - Annual inflow","ATG","Antigua and Barbuda","2008","2008",0,,
"CAN","Canada","IFTD","Foreign-trained doctors - Annual inflow","ATG","Antigua and Barbuda","2009","2009",4,,
"CAN","Canada","IFTD","Foreign-trained doctors - Annual inflow","ATG","Antigua and Barbuda","2010","2010",1,,
"CAN","Canada","IFTD","Foreign-trained doctors - Annual inflow","ATG","Antigua and Barbuda","2011","2011",1,,
"CAN","Canada","IFTD","Foreign-trained doctors - Annual inflow","ATG","Antigua and Barbuda","2012","2012",4,,
"CAN","Canada","IFTD","Foreign-trained doctors - Annual inflow","ATG","Antigua and Barbuda","2013","2013",6,,
"CAN","Canada","IFTD","Foreign-trained doctors - Annual inflow","ATG","Antigua and Barbuda","2014","2014",8,,
"CAN","Canada","IFTD","Foreign-trained doctors - Annual inflow","ATG","Antigua and Barbuda","2015","2015",12,,
"CAN","Canada","IFTD","Foreign-trained doctors - Annual inflow","ATG","Antigua and Barbuda","2016","2016",7,,
"CAN","Canada","IFTD","Foreign-trained doctors - Annual inflow","ATG","Antigua and Barbuda","2017","2017",7,,
"CAN","Canada","IFTD","Foreign-trained doctors - Annual inflow","ATG","Antigua and Barbuda","2018","2018",12,,
"CAN","Canada","IFTD","Foreign-trained doctors - Annual inflow","ATG","Antigua and Barbuda","2019","2019",17,,
"CAN","Canada","IFTD","Foreign-trained doctors - Annual inflow","ATG","Antigua and Barbuda","2020","2020",9,,
"CAN","Canada","IFTD","Foreign-trained doctors - Annual inflow","ATG","Antigua and Barbuda","2021","2021",19,,
"NZL","New Zealand","IFTD","Foreign-trained doctors - Annual inflow","ATG","Antigua and Barbuda","2000","2000",0,,
"NZL","New Zealand","IFTD","Foreign-trained doctors - Annual inflow","ATG","Antigua and Barbuda","2001","2001",0,,
"NZL","New Zealand","IFTD","Foreign-trained doctors - Annual inflow","ATG","Antigua and Barbuda","2002","2002",0,,
"NZL","New Zealand","IFTD","Foreign-trained doctors - Annual inflow","ATG","Antigua and Barbuda","2003","2003",0,,
"NZL","New Zealand","IFTD","Foreign-trained doctors - Annual inflow","ATG","Antigua and Barbuda","2004","2004",0,,
"NZL","New Zealand","IFTD","Foreign-trained doctors - Annual inflow","ATG","Antigua and Barbuda","2005","2005",0,,
"NZL","New Zealand","IFTD","Foreign-trained doctors - Annual inflow","ATG","Antigua and Barbuda","2006","2006",1,,
"NZL","New Zealand","IFTD","Foreign-trained doctors - Annual inflow","ATG","Antigua and Barbuda","2007","2007",0,,
"NZL","New Zealand","IFTD","Foreign-trained doctors - Annual inflow","ATG","Antigua and Barbuda","2008","2008",0,,
"NZL","New Zealand","IFTD","Foreign-trained doctors - Annual inflow","ATG","Antigua and Barbuda","2009","2009",0,,
"NZL","New Zealand","IFTD","Foreign-trained doctors - Annual inflow","ATG","Antigua and Barbuda","2010","2010",0,,
"NZL","New Zealand","IFTD","Foreign-trained doctors - Annual inflow","ATG","Antigua and Barbuda","2011","2011",1,,
"NZL","New Zealand","IFTD","Foreign-trained doctors - Annual inflow","ATG","Antigua and Barbuda","2012","2012",0,,
"NZL","New Zealand","IFTD","Foreign-trained doctors - Annual inflow","ATG","Antigua and Barbuda","2013","2013",0,,
"NZL","New Zealand","IFTD","Foreign-trained doctors - Annual inflow","ATG","Antigua and Barbuda","2014","2014",0,,
"NZL","New Zealand","IFTD","Foreign-trained doctors - Annual inflow","ATG","Antigua and Barbuda","2015","2015",0,,
"NZL","New Zealand","IFTD","Foreign-trained doctors - Annual inflow","ATG","Antigua and Barbuda","2016","2016",0,,
"NZL","New Zealand","IFTD","Foreign-trained doctors - Annual inflow","ATG","Antigua and Barbuda","2017","2017",0,,
"NZL","New Zealand","IFTD","Foreign-trained doctors - Annual inflow","ATG","Antigua and Barbuda","2018","2018",0,,
"NZL","New Zealand","IFTD","Foreign-trained doctors - Annual inflow","ATG","Antigua and Barbuda","2019","2019",0,,
"NZL","New Zealand","IFTD","Foreign-trained doctors - Annual inflow","ATG","Antigua and Barbuda","2020","2020",0,,
"NZL","New Zealand","IFTD","Foreign-trained doctors - Annual inflow","ATG","Antigua and Barbuda","2021","2021",0,,
"NZL","New Zealand","IFTD","Foreign-trained doctors - Annual inflow","ATG","Antigua and Barbuda","2022","2022",0,,
"GBR","United Kingdom","IFTD","Foreign-trained doctors - Annual inflow","ATG","Antigua and Barbuda","2001","2001",1,,
"GBR","United Kingdom","IFTD","Foreign-trained doctors - Annual inflow","ATG","Antigua and Barbuda","2015","2015",1,,
"GBR","United Kingdom","IFTD","Foreign-trained doctors - Annual inflow","ATG","Antigua and Barbuda","2016","2016",5,,
"GBR","United Kingdom","IFTD","Foreign-trained doctors - Annual inflow","ATG","Antigua and Barbuda","2017","2017",2,,
"GBR","United Kingdom","IFTD","Foreign-trained doctors - Annual inflow","ATG","Antigua and Barbuda","2018","2018",8,,
"GBR","United Kingdom","IFTD","Foreign-trained doctors - Annual inflow","ATG","Antigua and Barbuda","2019","2019",10,,
"GBR","United Kingdom","IFTD","Foreign-trained doctors - Annual inflow","ATG","Antigua and Barbuda","2020","2020",1,,
"GBR","United Kingdom","IFTD","Foreign-trained doctors - Annual inflow","ATG","Antigua and Barbuda","2021","2021",7,,
"USA","United States","IFTD","Foreign-trained doctors - Annual inflow","ATG","Antigua and Barbuda","2002","2002",8,,
"USA","United States","IFTD","Foreign-trained doctors - Annual inflow","ATG","Antigua and Barbuda","2003","2003",6,,
"USA","United States","IFTD","Foreign-trained doctors - Annual inflow","ATG","Antigua and Barbuda","2004","2004",5,,
"USA","United States","IFTD","Foreign-trained doctors - Annual inflow","ATG","Antigua and Barbuda","2005","2005",5,,
"USA","United States","IFTD","Foreign-trained doctors - Annual inflow","ATG","Antigua and Barbuda","2006","2006",10,,
"USA","United States","IFTD","Foreign-trained doctors - Annual inflow","ATG","Antigua and Barbuda","2007","2007",9,,
"USA","United States","IFTD","Foreign-trained doctors - Annual inflow","ATG","Antigua and Barbuda","2008","2008",18,,
"USA","United States","IFTD","Foreign-trained doctors - Annual inflow","ATG","Antigua and Barbuda","2009","2009",47,,
"USA","United States","IFTD","Foreign-trained doctors - Annual inflow","ATG","Antigua and Barbuda","2010","2010",73,,
"USA","United States","IFTD","Foreign-trained doctors - Annual inflow","ATG","Antigua and Barbuda","2011","2011",154,,
"USA","United States","IFTD","Foreign-trained doctors - Annual inflow","ATG","Antigua and Barbuda","2012","2012",193,,
"USA","United States","IFTD","Foreign-trained doctors - Annual inflow","ATG","Antigua and Barbuda","2013","2013",262,,
"USA","United States","IFTD","Foreign-trained doctors - Annual inflow","ATG","Antigua and Barbuda","2014","2014",216,,
"USA","United States","IFTD","Foreign-trained doctors - Annual inflow","ATG","Antigua and Barbuda","2015","2015",197,,
"USA","United States","IFTD","Foreign-trained doctors - Annual inflow","ATG","Antigua and Barbuda","2016","2016",185,,
"USA","United States","IFTD","Foreign-trained doctors - Annual inflow","ATG","Antigua and Barbuda","2017","2017",285,,
"USA","United States","IFTD","Foreign-trained doctors - Annual inflow","ATG","Antigua and Barbuda","2018","2018",248,,
"USA","United States","IFTD","Foreign-trained doctors - Annual inflow","ATG","Antigua and Barbuda","2019","2019",256,,
"USA","United States","IFTD","Foreign-trained doctors - Annual inflow","ATG","Antigua and Barbuda","2020","2020",253,,
"USA","United States","IFTD","Foreign-trained doctors - Annual inflow","ATG","Antigua and Barbuda","2021","2021",237,,
"BEL","Belgium","IFTD","Foreign-trained doctors - Annual inflow","ARG","Argentina","2003","2003",1,,
"BEL","Belgium","IFTD","Foreign-trained doctors - Annual inflow","ARG","Argentina","2004","2004",1,,
"BEL","Belgium","IFTD","Foreign-trained doctors - Annual inflow","ARG","Argentina","2007","2007",1,,
"BEL","Belgium","IFTD","Foreign-trained doctors - Annual inflow","ARG","Argentina","2009","2009",1,,
"BEL","Belgium","IFTD","Foreign-trained doctors - Annual inflow","ARG","Argentina","2010","2010",1,,
